Unnamed: 0,Artist (Ind.),Year,Month,Rank,Danceability,Energy,Loudness,Speechiness,Acousticness,Valence,Points (Total),Appearances,artist_popularity
10664,Tiësto,2020,10,193.0,0.798,0.62,-7079.0,0.232,0.414,0.235,8.0,6,84.0
10665,Tones And I,2020,10,36.774193548387096,0.826,0.593,-6401.0,0.098,0.688,0.541,164.2258064516129,31,70.0
10666,Topic,2020,10,31.41935483870968,0.789,0.72,-5652.0,0.218,0.223,0.664,169.5806451612903,31,76.0
10667,Tory Lanez,2020,10,70.0,0.904,0.723,-5224.0,0.26,0.063,0.835,131.0,31,82.0
10668,Travis Scott,2020,10,100.66013071895424,0.765437908496732,0.6253398692810457,-5073.656666666667,0.1269803921568627,0.0749607843137254,0.3537516339869281,100.33986928104576,153,94.0
10669,Trevor Daniel,2020,10,86.83870967741936,0.784,0.43,-8756.0,0.036,0.1229999999999999,0.236,114.16129032258064,31,67.0
10670,Trippie Redd,2020,10,131.5,0.54,0.7055,-6963.5,0.1065,0.0655,0.3685,69.5,2,83.0
10671,Trueno,2020,10,130.76923076923077,0.696,0.678,-5893.0,0.074,0.582,0.346,70.23076923076923,26,79.0
10672,Ty Dolla $ign,2020,10,65.88888888888889,0.782,0.51,-5724.0,0.042,0.143,0.1179999999999999,135.11111111111111,9,84.0
10673,Usher,2020,10,153.0,0.894,0.791,-4699.0,0.112,0.018,0.583,48.0,1,83.0
10674,Van Halen,2020,10,142.75,0.501125,0.869625,-5142.89,0.06375,0.144125,0.616375,58.25,8,73.0
10675,Vedo,2020,10,106.35483870967742,0.762,0.433,-8937.0,0.187,0.143,0.394,94.64516129032258,31,62.0
10676,Wallows,2020,10,164.17857142857142,0.682,0.683,-6444.0,0.029,0.156,0.64,36.82142857142857,28,73.0
10677,WhoHeem,2020,10,183.0909090909091,0.839,0.683,-9232.0,0.165,0.007,0.522,17.90909090909091,11,49.0
10678,Wisin,2020,10,93.1851851851852,0.823,0.821,-3402.0,0.166,0.31,0.7909999999999999,107.8148148148148,27,81.0
10679,XXXTENTACION,2020,10,150.90140845070422,0.8205774647887324,0.5064366197183099,-4720.032112676056,0.179112676056338,0.3879014084507042,0.4874507042253521,50.098591549295776,71,89.0
10680,Young Miles,2020,10,143.0,0.507,0.898,-4493.0,0.477,0.079,0.527,58.0,1,0.0
10681,Young Thug,2020,10,60.25806451612903,0.755,0.578,-8932.0,0.145,0.316,0.581,140.74193548387098,31,86.0
10682,ZAYN,2020,10,149.47058823529412,0.637,0.418,-7137.0,0.301,0.353,0.081,51.52941176470589,17,78.0
10683,beabadoobee,2020,10,50.32258064516129,0.726,0.431,-8765.0,0.135,0.731,0.348,150.67741935483872,31,81.0
10684,blackbear,2020,10,157.93548387096774,0.782,0.559,-7106.0,0.077,0.125,0.685,43.064516129032256,31,75.0
10685,salem ilese,2020,10,70.2258064516129,0.738,0.621,-7313.0,0.049,0.424,0.715,130.7741935483871,31,64.0
10686,Ñengo Flow,2020,10,176.52173913043478,0.607,0.829,-4074.0,0.379,0.01,0.685,24.47826086956522,23,81.0
10687,(G)I-DLE,2020,11,116.42857142857144,0.6615238095238096,0.7936666666666667,-4570.666666666667,0.0331428571428571,0.0048095238095238,0.2483333333333333,84.57142857142857,21,75.0
10688,21 Savage,2020,11,166.97297297297297,0.7585675675675676,0.6404054054054054,-4921.486486486487,0.2378378378378378,0.0857027027027027,0.5165405405405405,34.027027027027025,37,89.0
10689,24kGoldn,2020,11,43.74545454545454,0.7095454545454545,0.7324545454545454,-3535.2727272727275,0.0369999999999999,0.1891818181818181,0.7300909090909091,157.25454545454545,55,71.0
10690,347aidan,2020,11,197.6,0.98,0.413,-11052.0,0.101,0.671,0.764,3.4,5,64.0
10691,A7S,2020,11,55.8,0.789,0.72,-5652.0,0.218,0.223,0.664,145.2,30,49.0
10692,ABRA,2020,11,54.5,0.612,0.561,-6054.0,0.085,0.06,0.393,146.5,4,90.0
10693,AC/DC,2020,11,132.5,0.5145,0.8515,-4421.0,0.088,0.0305,0.3215,68.5,2,83.0
10694,Ali Gatie,2020,11,197.2,0.732,0.4629999999999999,-6972.0,0.029,0.374,0.397,3.8,5,67.0
10695,Alico,2020,11,183.6,0.721,0.612,-6899.0,0.056,0.186,0.86,17.4,5,52.0
10696,Andy Williams,2020,11,91.52941176470588,0.234,0.526,-11656.0,0.041,0.871,0.649,109.47058823529412,17,70.0
10697,Angèle,2020,11,107.76666666666668,0.868,0.693,-7052.0,0.181,0.0599999999999999,0.396,93.23333333333332,30,79.0
10698,Anitta,2020,11,183.0,0.91,0.604,-4392.0,0.082,0.448,0.807,18.0,2,84.0
10699,Anuel AA,2020,11,113.06451612903226,0.7985483870967742,0.6842903225806451,-2519.8763440860216,0.1911720430107527,0.2864301075268817,0.7206989247311829,87.93548387096774,93,89.0
10700,Arctic Monkeys,2020,11,196.33333333333331,0.548,0.532,-7596.0,0.032,0.186,0.405,4.666666666666667,3,88.0
10701,Ariana Grande,2020,11,80.83168316831683,0.6590792079207921,0.564910891089109,-6257.733168316831,0.1101914191419141,0.2928976897689769,0.4569768976897689,120.16831683168316,303,93.0
10702,Arizo Zervas,2020,11,141.46666666666667,0.621,0.6010000000000001,-5616.0,0.148,0.052,0.457,59.53333333333333,30,63.0
10703,Ashnikko,2020,11,69.16666666666667,0.834,0.663,-6143.0,0.133,0.235,0.7739999999999999,131.83333333333334,30,71.0
10704,Ava Max,2020,11,137.25,0.6399642857142858,0.6905714285714285,-4080.642857142857,0.0412142857142857,0.0101428571428571,0.4628214285714285,63.75,28,81.0
10705,Aya kamura,2020,11,156.30769230769232,0.7910000000000001,0.6820000000000002,-7328.0,0.1579999999999999,0.175,0.672,44.69230769230769,26,
10706,BANNERS,2020,11,149.37037037037038,0.52,0.903,-5497.0,0.042,0.005,0.652,51.629629629629626,27,65.0
10707,BLACKPINK,2020,11,98.51724137931036,0.7397413793103449,0.6873965517241379,-2923.6929310344826,0.1436896551724137,0.0239310344827586,0.5206896551724138,102.48275862068964,116,81.0
10708,BTS,2020,11,49.693693693693696,0.686,0.6904684684684684,-4602.327027027027,0.1408468468468468,0.1247747747747747,0.5649459459459459,151.3063063063063,111,44.0
10709,Bad Bunny,2020,11,70.45061728395062,0.6829691358024691,0.6665493827160494,-6605.661234567902,0.116895061728395,0.2097283950617283,0.4314135802469135,130.5493827160494,162,95.0
10710,Band Aid,2020,11,117.22222222222224,0.599,0.642,-6936.0,0.036,0.164,0.349,83.77777777777777,9,57.0
10711,Bastille,2020,11,194.11111111111111,0.687,0.792,-2749.0,0.045,0.191,0.671,6.888888888888889,9,76.0
10712,Bea Miller,2020,11,194.0,0.676,0.857,-4368.0,0.044,0.022,0.717,7.0,2,67.0
10713,Billie Eilish,2020,11,103.67153284671532,0.58507299270073,0.2827737226277372,-11645.014598540149,0.1395328467153284,0.6986423357664233,0.3391094890510949,97.32846715328468,137,96.0
10714,Bing Crosby,2020,11,136.66666666666666,0.317,0.158,-16485.0,0.038,0.673,0.247,64.33333333333333,3,72.0
10715,"Bobby ""Boris"" Pickett",2020,11,142.0,0.541,0.504,-14191.0,0.457,0.375,0.707,59.0,1,64.0
10716,Bobby Helms,2020,11,76.17647058823529,0.754,0.424,-8463.0,0.036,0.643,0.806,124.82352941176472,17,68.0
10717,Bonez MC,2020,11,182.0,0.658,0.624,-9155.0,0.092,0.171,0.314,19.0,3,77.0
10718,Booba,2020,11,176.0,0.913,0.52,-8581.0,0.348,0.174,0.568,25.0,1,73.0
10719,Boza,2020,11,165.2,0.725,0.756,-5013.0,0.057,0.362,0.828,35.8,5,71.0
10720,Bradley Cooper,2020,11,109.43333333333334,0.572,0.385,-6362.0,0.0309999999999999,0.3709999999999999,0.323,91.56666666666666,30,71.0
10721,Brenda Lee,2020,11,72.3529411764706,0.589,0.472,-8749.0,0.05,0.614,0.898,128.64705882352942,17,70.0
10722,Brett Eldredge,2020,11,145.5,0.583,0.572,-4776.0,0.037,0.738,0.684,55.5,4,64.0
10723,Britney Spears,2020,11,169.0,0.669,0.843,-3766.0,0.027,0.169,0.702,32.0,1,83.0
10724,Brray,2020,11,88.2,0.814,0.714,-4.65,0.207,0.297,0.789,112.8,30,74.0
10725,Burl Ives,2020,11,152.5,0.683,0.375,-13056.0,0.03,0.579,0.888,48.5,4,63.0
10726,BØRNS,2020,11,137.0,0.611,0.7969999999999999,-7627.0,0.053,0.0049999999999999,0.518,64.0,29,4.0
10727,C. Tanganana,2020,11,71.6,0.812,0.747,-4611.0,0.15,0.31,0.488,129.4,25,
10728,CJ,2020,11,74.13333333333334,0.7181666666666666,0.6415000000000001,-1286.8333333333333,0.1325,0.199,0.6796666666666666,126.86666666666666,30,56.0
10729,CORPSE,2020,11,170.72222222222223,0.614,0.937,-7443.0,0.115,0.002,0.386,30.27777777777778,18,65.0
10730,Cali Y El Dandee,2020,11,184.75,0.684,0.8080000000000002,-2737.0,0.061,0.052,0.7120000000000001,16.25,12,69.0
10731,Camila Cabello,2020,11,93.63333333333334,0.759,0.548,-6049.0,0.029,0.039,0.749,107.36666666666666,30,83.0
10732,Camilo,2020,11,64.41176470588235,0.7515882352941177,0.6615294117647059,-3818.970588235294,0.053235294117647,0.1893529411764705,0.838764705882353,136.58823529411765,68,81.0
10733,Cardi B,2020,11,13.433333333333334,0.935,0.454,-7509.0,0.375,0.019,0.357,187.56666666666663,30,81.0
10734,Chencho Corleone,2020,11,45.833333333333336,0.714,0.761,-4596.0,0.043,0.1389999999999999,0.906,155.16666666666666,30,80.0
10735,Chris Brown,2020,11,119.83333333333331,0.755,0.578,-8932.0,0.145,0.316,0.581,81.16666666666667,30,88.0
10736,Chris Rea,2020,11,124.0,0.513,0.583,-10863.0,0.038,0.355,0.866,77.0,8,64.0
10737,Christian Nodal,2020,11,149.30769230769232,0.839,0.667,-3961.0,0.031,0.322,0.878,51.69230769230769,13,82.0
10738,Clairo,2020,11,61.03333333333333,0.744,0.619,-9805.0,0.039,0.598,0.641,139.96666666666667,30,82.0
10739,Clean Bandit,2020,11,119.71428571428572,0.779,0.705,-3895.0,0.034,0.369,0.946,81.28571428571429,28,77.0
10740,Coldplay,2020,11,188.0,0.4554705882352941,0.6421176470588236,-7259.058823529412,0.0288235294117647,0.0180588235294117,0.3105882352941176,13.0,17,92.0
10741,Conan Gray,2020,11,29.33333333333333,0.357,0.425,-7301.0,0.033,0.584,0.2700000000000001,171.66666666666666,30,80.0
10742,DDG,2020,11,180.8235294117647,0.928,0.341,-10196.0,0.103,0.061,0.745,20.176470588235293,17,18.0
10743,DJ Khaled,2020,11,114.03921568627452,0.7567647058823529,0.4706470588235294,-7280.35294117647,0.171235294117647,0.064,0.359,86.96078431372548,51,77.0
10744,DJ Nelson,2020,11,41.0,0.845,0.677,-4798.0,0.136,0.269,0.68,160.0,30,73.0
10745,DaBaby,2020,11,42.06060606060606,0.7553636363636363,0.676,-7897.0,0.1808181818181818,0.2267272727272727,0.4798181818181818,158.93939393939394,33,80.0
10746,Daddy Yankee,2020,11,75.70212765957447,0.8072765957446808,0.7894042553191488,-3870.851063829787,0.1341063829787234,0.1194255319148936,0.7687659574468084,125.29787234042551,47,87.0
10747,Dan + Shay,2020,11,186.33333333333331,0.654,0.63,-4644.0,0.026,0.153,0.43,14.666666666666666,15,71.0
10748,Dan Paola,2020,11,184.75,0.684,0.8080000000000002,-2737.0,0.061,0.052,0.7120000000000001,16.25,12,71.0
10749,Darlene Love,2020,11,186.0,0.325,0.759,-7146.0,0.053,0.395,0.36,15.0,1,61.0
10750,Daryl Hall & John Oates,2020,11,144.0,0.666,0.841,-3592.0,0.031,0.613,0.84,57.0,1,77.0
10751,Dean Lewis,2020,11,161.40740740740742,0.553,0.586,-6319.0,0.036,0.697,0.443,39.5925925925926,27,77.0
10752,Dean Martin,2020,11,95.8,0.4509999999999999,0.24,-14014.0,0.035,0.912,0.701,105.2,10,75.0
10753,Doja Cat,2020,11,182.0,0.787,0.673,-4583.0,0.159,0.264,0.779,19.0,24,87.0
10754,Don Toliver,2020,11,194.8571428571429,0.6290000000000001,0.692,-8045.0,0.038,0.01,0.453,6.142857142857143,7,88.0
10755,Douglas & Vinicius,2020,11,184.0,0.591,0.757,-3322.0,0.073,0.346,0.574,17.0,4,51.0
10756,Drake,2020,11,86.93333333333334,0.7955,0.504,-4439.91,0.1714999999999999,0.2664999999999999,0.6835,114.06666666666666,60,96.0
10757,Dua Lipa,2020,11,73.42666666666666,0.7328,0.7465999999999999,-5405.6,0.0934,0.0506,0.57,127.57333333333334,150,88.0
10758,Ed Sheeran,2020,11,167.30555555555554,0.716287037037037,0.5690092592592593,-4686.206296296296,0.0611296296296296,0.305037037037037,0.5815740740740741,33.69444444444444,108,89.0
10759,Elton John,2020,11,181.0,0.526,0.925,-5584.0,0.036,0.102,0.819,20.0,1,84.0
10760,Elvis Presley,2020,11,172.0,0.465,0.27,-16661.0,0.043,0.9,0.58,29.0,1,81.0
10761,Eminem,2020,11,174.11111111111111,0.808,0.745,-5.259999999999999,0.342,0.145,0.829,26.88888888888889,27,93.0
10762,Farruko,2020,11,28.416666666666668,0.7260000000000001,0.736,-3762.0,0.13,0.061,0.729,172.58333333333334,60,84.0
10763,Fleetwood Mac,2020,11,64.8,0.828,0.492,-9744.0,0.028,0.064,0.789,136.2,30,83.0
10764,Fousheé,2020,11,78.8,0.711,0.592,-7136.0,0.23,0.7580000000000001,0.535,122.2,30,62.0
10765,Frank Sinatra,2020,11,118.2,0.652,0.259,-13336.0,0.06,0.903,0.836,82.8,10,81.0
10766,Future,2020,11,128.30769230769232,0.80575,0.5806730769230769,-6739.038461538462,0.4102115384615384,0.0729038461538461,0.5186153846153846,72.6923076923077,52,93.0
10767,Guaya,2020,11,51.9,0.574,0.891,-3665.0,0.157,0.085,0.707,149.1,30,61.0
10768,Gusttavo Lima,2020,11,197.0,0.83,0.92,-2303.0,0.035,0.118,0.967,4.0,1,82.0
10769,HVME,2020,11,176.7,0.767,0.659,-7429.0,0.044,0.325,0.4389999999999999,24.3,20,62.0
10770,Halsey,2020,11,179.8181818181818,0.752,0.488,-7.05,0.071,0.297,0.533,21.181818181818183,22,83.0
10771,Harry Styles,2020,11,71.48333333333333,0.55975,0.673,-4910.75,0.04525,0.29875,0.35975,129.51666666666668,120,85.0
10772,Imagine Dragons,2020,11,122.3,0.776,0.78,-4374.0,0.128,0.0619999999999999,0.666,78.7,30,89.0
10773,Internet Money,2020,11,6.466666666666667,0.8,0.658,-6142.0,0.079,0.25,0.462,194.53333333333333,30,71.0
10774,J Balvin,2020,11,80.09714285714286,0.7243428571428572,0.7376228571428571,-4422.788571428571,0.1037714285714285,0.1697085714285714,0.6456000000000001,120.90285714285714,175,88.0
10775,JP Saxe,2020,11,116.93333333333334,0.464,0.473,-10086.0,0.129,0.866,0.604,84.06666666666666,30,65.0
10776,Jack Harlow,2020,11,98.6,0.8490000000000001,0.7394999999999999,-2615.58,0.198,0.0865,0.8049999999999999,102.4,60,81.0
10777,Jaira Burns,2020,11,108.26315789473684,0.66,0.787,-4592.0,0.032,0.003,0.199,92.73684210526316,19,58.0
10778,James Arthur,2020,11,100.0,0.3345,0.521,-6562.0,0.048,0.698,0.3595,101.0,60,82.0
10779,Jason Derulo,2020,11,72.70666666666666,0.7737333333333334,0.59976,-2806.328,0.0654933333333333,0.1380666666666666,0.73996,128.29333333333332,75,79.0
10780,Jawsh 685,2020,11,89.45454545454545,0.7641363636363636,0.5182272727272728,-1817.8545454545456,0.0822272727272727,0.2104545454545454,0.7282272727272727,111.54545454545456,44,60.0
10781,Jay Wheeler,2020,11,41.0,0.845,0.677,-4798.0,0.136,0.269,0.68,160.0,30,80.0
10782,Jerry Di,2020,11,86.13333333333334,0.854,0.525,-4426.0,0.214,0.8190000000000001,0.63,114.86666666666666,30,57.0
10783,Jhay Cortez,2020,11,184.42857142857144,0.807,0.606,-8871.0,0.088,0.095,0.304,16.571428571428573,7,84.0
10784,Jhayco,2020,11,1.1,0.731,0.573,-10059.0,0.054,0.401,0.145,199.9,30,84.0
10785,Joel Corry,2020,11,20.8,0.734,0.874,-3158.0,0.066,0.168,0.905,180.2,30,72.0
10786,John Legend,2020,11,158.03703703703704,0.422,0.264,-7064.0,0.032,0.922,0.331,42.96296296296296,27,77.0
10787,John Lennon,2020,11,133.66666666666666,0.321,0.64,-10023.0,0.032,0.28,0.414,67.33333333333333,6,72.0
10788,John Scott Trotter & His Orchestra,2020,11,136.66666666666666,0.317,0.158,-16485.0,0.038,0.673,0.247,64.33333333333333,3,48.0
10789,Joji,2020,11,191.13333333333333,0.515,0.479,-7458.0,0.026,0.544,0.284,9.866666666666667,15,7.0
10790,Jonas Brothers,2020,11,171.0,0.725,0.571,-6007.0,0.102,0.018,0.61,30.0,1,75.0
10791,Jone Quest,2020,11,170.6,0.863,0.669,-5952.0,0.282,0.111,0.947,30.4,15,60.0
10792,Jos Esticado,2020,11,158.6,0.632,0.953,-1283.0,0.033,0.317,0.798,42.4,10,
10793,José Feliciano,2020,11,109.6,0.485,0.857,-7059.0,0.044,0.534,0.963,91.4,10,68.0
10794,Jowell & Randy,2020,11,180.8823529411765,0.607,0.829,-4074.0,0.379,0.01,0.685,20.11764705882353,17,72.0
10795,Juanka,2020,11,88.2,0.814,0.714,-4.65,0.207,0.297,0.789,112.8,30,66.0
10796,Juice WRLD,2020,11,104.39772727272728,0.6380909090909092,0.6490340909090909,-3955.572727272728,0.1469772727272727,0.1650227272727272,0.3203181818181818,96.60227272727272,176,89.0
10797,Justin Bieber,2020,11,66.26851851851852,0.6979444444444445,0.5086851851851852,-7372.944444444444,0.1345,0.4443333333333333,0.5133148148148148,134.7314814814815,108,91.0
10798,Justin Quiles,2020,11,42.63333333333333,0.807,0.656,-4395.0,0.105,0.017,0.89,158.36666666666667,30,79.0
10799,Justin Timberlake,2020,11,183.5,0.574,0.512,-6664.0,0.05,0.234,0.512,17.5,6,83.0
10800,K/DA,2020,11,116.42857142857144,0.6615238095238096,0.7936666666666667,-4570.666666666667,0.0331428571428571,0.0048095238095238,0.2483333333333333,84.57142857142857,21,14.0
10801,KAROL G,2020,11,80.4059405940594,0.7903465346534654,0.7057623762376237,-3027.20198019802,0.2021188118811881,0.3093168316831683,0.640950495049505,120.5940594059406,101,91.0
10802,KHEA,2020,11,178.26666666666668,0.752,0.716,-5.2,0.033,0.254,0.553,22.73333333333333,15,77.0
10803,Kane Brown,2020,11,136.75,0.727,0.626,-8415.0,0.073,0.047,0.322,64.25,20,76.0
10804,Kelly Clarkson,2020,11,103.75,0.509,0.812,-5438.0,0.054,0.001,0.689,97.25,16,77.0
10805,Ken Darby Singers,2020,11,136.66666666666666,0.317,0.158,-16485.0,0.038,0.673,0.247,64.33333333333333,3,47.0
10806,Kendo Kaponi,2020,11,166.75,0.838,0.819,-4681.0,0.211,0.285,0.656,34.25,16,65.0
10807,Kid Cudi,2020,11,195.0,0.716,0.537,-7648.0,0.051,0.233,0.28,6.0,1,80.0
10808,Kina,2020,11,186.16666666666663,0.498,0.235,-16541.0,0.188,0.72,0.09,14.833333333333334,18,21.0
10809,King Von,2020,11,156.5,0.8254999999999999,0.606,-7699.5,0.314,0.0365,0.484,44.5,2,78.0
10810,La Húngara,2020,11,71.6,0.812,0.747,-4611.0,0.15,0.31,0.488,129.4,25,58.0
10811,Labrinth,2020,11,177.4375,0.316,0.63,-5963.0,0.117,0.471,0.313,23.5625,16,78.0
10812,Lady Gaga,2020,11,104.35,0.622,0.62,-5063.0,0.0355,0.196,0.4845,96.65,60,92.0
10813,Lele Pons,2020,11,32.833333333333336,0.905,0.686,-3152.0,0.066,0.091,0.963,168.16666666666666,30,58.0
10814,Lenny Tavárez,2020,11,49.0,0.691,0.739,-3.0899999999999994,0.229,0.422,0.884,152.0,30,80.0
10815,Lewis Capaldi,2020,11,39.75,0.48,0.49,-5268.5,0.0445,0.6775,0.3145,161.25,60,81.0
10816,Lexie Liu,2020,11,108.26315789473684,0.66,0.787,-4592.0,0.032,0.003,0.199,92.73684210526316,19,55.0
10817,Lil Mosey,2020,11,88.06666666666666,0.7739999999999999,0.554,-7909.0,0.038,0.207,0.349,112.93333333333334,30,70.0
10818,Lil Nas X,2020,11,48.61111111111112,0.81,0.511,-6924.0,0.164,0.12,0.837,152.38888888888889,18,76.0
10819,Lil Peep,2020,11,174.9090909090909,0.585,0.471,-9934.0,0.0619999999999999,0.0969999999999999,0.323,26.09090909090909,22,86.0
10820,Lil Uzi Vert,2020,11,120.04761904761904,0.8181904761904761,0.5932380952380952,-6496.476190476191,0.3054285714285714,0.0842380952380952,0.5041428571428571,80.95238095238095,21,87.0
10821,Little Mix,2020,11,147.375,0.466875,0.8054374999999999,-4397.875,0.0563125,0.077375,0.416375,53.625,16,74.0
10822,Los Legendarios,2020,11,47.53333333333333,0.823,0.821,-3402.0,0.166,0.31,0.791,153.46666666666667,30,60.0
10823,Luke Combs,2020,11,142.57894736842104,0.487,0.65,-5195.0,0.025,0.191,0.4559999999999999,58.42105263157895,19,87.0
10824,MAX,2020,11,157.45,0.746,0.611,-7034.0,0.101,0.454,0.4109999999999999,43.55,20,24.0
10825,MC Bruninho,2020,11,184.0,0.591,0.757,-3322.0,0.073,0.346,0.574,17.0,4,54.0
10826,MEDUZA,2020,11,97.03448275862068,0.632,0.595,-7644.0,0.0399999999999999,0.069,0.435,103.96551724137932,29,75.0
10827,Mabel,2020,11,119.71428571428572,0.779,0.705,-3895.0,0.034,0.369,0.946,81.28571428571429,28,66.0
10828,Machine Gun Kelly,2020,11,102.36666666666666,0.731,0.675,-5134.0,0.043,0.005,0.298,98.63333333333334,30,21.0
10829,Madison Beer,2020,11,108.26315789473684,0.66,0.787,-4592.0,0.032,0.003,0.199,92.73684210526316,19,74.0
10830,Maluma,2020,11,51.494949494949495,0.7481616161616161,0.7484949494949494,-2344.057575757576,0.2824747474747475,0.2428989898989899,0.7022222222222222,149.5050505050505,99,87.0
10831,Manuel Turizo,2020,11,90.39622641509432,0.7607358490566039,0.6970943396226414,-4507.641509433963,0.0619622641509433,0.2958679245283018,0.6362264150943396,110.60377358490568,53,84.0
10832,Mariah Carey,2020,11,61.86666666666667,0.336,0.627,-7463.0,0.038,0.164,0.35,139.13333333333333,30,82.0
10833,Maroon 5,2020,11,88.33333333333333,0.764,0.32,-7209.0,0.055,0.837,0.575,112.66666666666669,30,87.0
10834,Marshmello,2020,11,172.72222222222223,0.64425,0.6727500000000001,-6003.25,0.04575,0.05375,0.50675,28.27777777777778,36,85.0
10835,Master KG,2020,11,152.96428571428572,0.88,0.483,-7012.0,0.051,0.019,0.827,48.035714285714285,28,62.0
10836,Megan Thee Stallion,2020,11,115.6923076923077,0.8961538461538462,0.7348461538461539,-1715.5384615384614,0.2358461538461538,0.0173076923076923,0.5176923076923077,85.3076923076923,13,83.0
10837,Melanie Martinez,2020,11,199.5,0.68,0.729,-5077.0,0.048,0.612,0.446,1.5,2,79.0
10838,Metro Boomin,2020,11,166.97297297297297,0.7585675675675676,0.6404054054054054,-4921.486486486487,0.2378378378378378,0.0857027027027027,0.5165405405405405,34.027027027027025,37,90.0
10839,Michael Bublé,2020,11,89.85714285714286,0.449,0.3036428571428571,-10497.57142857143,0.0397857142857142,0.8926428571428572,0.483,111.14285714285714,28,81.0
10840,Michael Jackson,2020,11,72.0,0.773,0.859,-4913.0,0.075,0.086,0.813,129.0,1,86.0
10841,Migrantes,2020,11,183.6,0.721,0.612,-6899.0,0.056,0.186,0.86,17.4,5,67.0
10842,Mike Will Made It,2020,11,165.0,0.755,0.81,-4061.0,0.235,0.125,0.297,36.0,1,69.0
10843,Miley Cyrus,2020,11,73.09677419354838,0.6829193548387097,0.7762741935483871,-4892.548387096775,0.0496774193548387,0.0147903225806451,0.4053225806451613,127.90322580645162,62,84.0
10844,Money Man,2020,11,191.0,0.868,0.638,-7746.0,0.074,0.146,0.459,10.0,4,77.0
10845,Morgan Wallen,2020,11,137.14285714285714,0.646,0.5701428571428572,-7304.0,0.0287142857142857,0.6374285714285713,0.6382857142857142,63.85714285714285,7,91.0
10846,Myke Towers,2020,11,68.97183098591549,0.7974507042253521,0.7087535211267606,-3606.320422535212,0.1383098591549295,0.2286760563380281,0.6742112676056338,132.0281690140845,142,90.0
10847,Nat King Cole,2020,11,148.8,0.319,0.21,-15231.0,0.034,0.9200000000000002,0.209,52.2,5,75.0
10848,Nelly Furtado,2020,11,171.57142857142858,0.808,0.97,-6098.0,0.051,0.057,0.8680000000000001,29.428571428571427,21,78.0
10849,Niack,2020,11,183.0,0.799,0.568,-3089.0,0.25,0.387,0.963,18.0,1,54.0
10850,Nicki Minaj,2020,11,117.70967741935485,0.8014516129032259,0.7180645161290322,-134.17419354838708,0.2959677419354838,0.289516129032258,0.5650645161290322,83.29032258064517,31,87.0
10851,Nicky Jam,2020,11,150.45454545454547,0.763,0.621,-6169.0,0.066,0.011,0.582,50.54545454545455,11,82.0
10852,Nio Garcia,2020,11,88.2,0.814,0.714,-4.65,0.207,0.297,0.789,112.8,30,71.0
10853,Nipsey Hussle,2020,11,137.0,0.8,0.51,-7201.0,0.497,0.172,0.146,64.0,1,67.0
10854,Niño de Elche,2020,11,71.6,0.812,0.747,-4611.0,0.15,0.31,0.488,129.4,25,57.0
10855,Noah Cyrus,2020,11,191.4,0.708,0.186,-8953.0,0.042,0.868,0.322,9.6,5,76.0
10856,Nuka,2020,11,192.0,0.738,0.85,-3049.0,0.064,0.105,0.865,9.0,1,48.0
10857,Octavian,2020,11,138.4,0.866,0.563,-6964.0,0.108,0.185,0.307,62.6,20,52.0
10858,Ofenbach,2020,11,134.96666666666667,0.798,0.828,-5.36,0.193,0.025,0.6,66.03333333333333,30,74.0
10859,Os Barões Da Pisadinha,2020,11,145.8,0.5853999999999999,0.9324,-2177.4,0.0814,0.4591999999999999,0.9174,55.2,20,67.0
10860,Ozuna,2020,11,84.0,0.7306435643564356,0.7752673267326733,-4329.891089108911,0.0678613861386138,0.1189207920792079,0.7538217821782178,117.0,101,87.0
10861,Passenger,2020,11,200.0,0.509,0.538,-7335.0,0.057,0.385,0.244,1.0,1,72.0
10862,Paul McCartney,2020,11,124.0,0.774,0.511,-8914.0,0.032,0.322,0.771,77.0,8,74.0
10863,Perry Como,2020,11,150.0,0.724,0.276,-12.25,0.06,0.76,0.718,51.0,4,68.0
10864,Pink Sweat$,2020,11,167.4814814814815,0.8129999999999998,0.415,-5926.0,0.035,0.777,0.667,33.51851851851852,27,67.0
10865,Polo G,2020,11,145.86666666666667,0.832,0.534,-7813.0,0.253,0.345,0.116,55.13333333333333,30,81.0
10866,Pop Smoke,2020,11,96.06951871657752,0.656663101604278,0.6349625668449198,-6405.139037433155,0.2472620320855615,0.2412727272727272,0.3977860962566845,104.93048128342248,187,80.0
10867,Porky Slim,2020,11,147.0,0.593,0.312,-12735.0,0.041,0.112,0.035,54.0,2,0.0
10868,Post Malone,2020,11,110.34883720930232,0.6826744186046512,0.6051162790697674,-4598.674418604651,0.0556511627906976,0.2903953488372093,0.5545813953488372,90.65116279069768,86,91.0
10869,Powfu,2020,11,74.06666666666666,0.7260000000000001,0.431,-8765.0,0.135,0.731,0.348,126.93333333333334,30,70.0
10870,Quarterhead,2020,11,134.96666666666667,0.798,0.828,-5.36,0.193,0.025,0.6,66.03333333333333,30,62.0
10871,Queen,2020,11,171.4516129032258,0.4101935483870967,0.4045483870967742,-9894.548387096776,0.0493225806451613,0.2691612903225807,0.2275806451612903,29.548387096774192,31,86.0
10872,ROSALÍA,2020,11,21.44117647058824,0.8004117647058824,0.753,-3590.529411764706,0.1183529411764705,0.0335294117647058,0.7827647058823528,179.55882352941177,34,81.0
